Date&Time (UTC),Dry bulb temperature (deg. C), Global horizontal irradiance (W/m2) ,Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2), Infrared radiation downwards (W/m2),  Windspeed (m/s)
11/11/2009 14:00:00,8.84,223.00,525.26,85.00,263.05,4.08
11/11/2009 15:00:00,7.78,106.00,410.33,47.00,261.12,3.99
11/11/2009 16:00:00,6.71,0.00,-0.00,0.00,259.18,3.89
11/11/2009 17:00:00,5.65,0.00,-0.00,0.00,257.25,3.79
11/11/2009 18:00:00,5.46,0.00,-0.00,0.00,261.07,4.06
11/11/2009 19:00:00,5.27,0.00,-0.00,0.00,264.88,4.34
11/11/2009 20:00:00,5.08,0.00,-0.00,0.00,268.70,4.61
11/11/2009 21:00:00,5.46,0.00,-0.00,0.00,287.17,4.89
11/11/2009 22:00:00,5.85,0.00,-0.00,0.00,305.63,5.18
11/11/2009 23:00:00,6.23,0.00,-0.00,0.00,324.10,5.46
12/11/2009 00:00:00,7.41,0.00,-0.00,0.00,333.80,5.54
12/11/2009 01:00:00,8.58,0.00,-0.00,0.00,343.50,5.61
12/11/2009 02:00:00,9.75,0.00,-0.00,0.00,353.20,5.68
12/11/2009 03:00:00,9.95,0.00,-0.00,0.00,355.05,5.42
12/11/2009 04:00:00,10.15,0.00,-0.00,0.00,356.90,5.16
12/11/2009 05:00:00,10.35,0.00,-0.00,0.00,358.75,4.90
12/11/2009 06:00:00,10.43,0.00,-0.00,0.00,350.08,4.74
12/11/2009 07:00:00,10.52,0.00,0.00,0.00,341.42,4.57
12/11/2009 08:00:00,10.60,104.00,210.76,69.00,332.75,4.41
12/11/2009 09:00:00,11.34,214.00,365.97,112.00,330.72,4.76
12/11/2009 10:00:00,12.08,203.00,98.09,168.00,328.68,5.10
12/11/2009 11:00:00,12.82,219.00,81.01,187.00,326.65,5.45
12/11/2009 12:00:00,12.83,174.00,25.59,164.00,330.48,5.03
12/11/2009 13:00:00,12.85,188.00,81.33,160.00,334.32,4.61
12/11/2009 14:00:00,12.86,218.00,513.91,85.00,338.15,4.19
12/11/2009 15:00:00,12.61,96.00,314.03,52.00,336.13,4.42
12/11/2009 16:00:00,12.36,0.00,-0.00,0.00,334.12,4.64
12/11/2009 17:00:00,12.11,0.00,-0.00,0.00,332.10,4.87
12/11/2009 18:00:00,12.19,0.00,-0.00,0.00,331.58,5.48
12/11/2009 19:00:00,12.27,0.00,-0.00,0.00,331.07,6.09
12/11/2009 20:00:00,12.35,0.00,-0.00,0.00,330.55,6.70
12/11/2009 21:00:00,12.41,0.00,-0.00,0.00,327.92,6.86
12/11/2009 22:00:00,12.47,0.00,-0.00,0.00,325.28,7.01
12/11/2009 23:00:00,12.53,0.00,-0.00,0.00,322.65,7.16
13/11/2009 00:00:00,12.26,0.00,-0.00,0.00,319.87,7.00
13/11/2009 01:00:00,11.98,0.00,-0.00,0.00,317.08,6.84
13/11/2009 02:00:00,11.70,0.00,-0.00,0.00,314.30,6.68
13/11/2009 03:00:00,11.63,0.00,-0.00,0.00,314.85,6.61
13/11/2009 04:00:00,11.57,0.00,-0.00,0.00,315.40,6.54
13/11/2009 05:00:00,11.51,0.00,-0.00,0.00,315.95,6.47
13/11/2009 06:00:00,11.99,0.00,-0.00,0.00,316.80,6.69
13/11/2009 07:00:00,12.48,0.00,0.00,0.00,317.65,6.92
13/11/2009 08:00:00,12.97,74.00,55.64,65.00,318.50,7.14
13/11/2009 09:00:00,13.96,218.00,411.94,105.00,318.15,7.37
13/11/2009 10:00:00,14.95,333.00,700.94,86.00,317.80,7.60
13/11/2009 11:00:00,15.94,369.00,678.35,104.00,317.45,7.83
13/11/2009 12:00:00,16.23,389.00,846.04,62.00,319.18,7.31
13/11/2009 13:00:00,16.53,241.00,249.83,156.00,320.92,6.80
13/11/2009 14:00:00,16.82,151.00,137.27,116.00,322.65,6.28
13/11/2009 15:00:00,16.35,109.00,534.62,36.00,321.77,6.25
13/11/2009 16:00:00,15.87,0.00,-0.00,0.00,320.88,6.22
13/11/2009 17:00:00,15.40,0.00,-0.00,0.00,320.00,6.19
13/11/2009 18:00:00,15.32,0.00,-0.00,0.00,323.30,6.71
13/11/2009 19:00:00,15.23,0.00,-0.00,0.00,326.60,7.23
13/11/2009 20:00:00,15.15,0.00,-0.00,0.00,329.90,7.75
13/11/2009 21:00:00,15.05,0.00,-0.00,0.00,328.77,8.08
13/11/2009 22:00:00,14.94,0.00,-0.00,0.00,327.63,8.40
13/11/2009 23:00:00,14.84,0.00,-0.00,0.00,326.50,8.73
14/11/2009 00:00:00,14.68,0.00,-0.00,0.00,320.13,8.74
14/11/2009 01:00:00,14.52,0.00,-0.00,0.00,313.77,8.74
14/11/2009 02:00:00,14.36,0.00,-0.00,0.00,307.40,8.74
14/11/2009 03:00:00,14.34,0.00,-0.00,0.00,316.05,8.74
14/11/2009 04:00:00,14.33,0.00,-0.00,0.00,324.70,8.73
14/11/2009 05:00:00,14.32,0.00,-0.00,0.00,333.35,8.72
14/11/2009 06:00:00,13.53,0.00,-0.00,0.00,339.17,8.58
14/11/2009 07:00:00,12.74,0.00,0.00,0.00,344.98,8.44
14/11/2009 08:00:00,11.95,38.00,0.00,38.00,350.80,8.30
14/11/2009 09:00:00,12.51,254.00,748.26,52.00,338.15,8.95
14/11/2009 10:00:00,13.06,306.00,548.81,115.00,325.50,9.59
14/11/2009 11:00:00,13.61,219.00,93.18,183.00,312.85,10.23
14/11/2009 12:00:00,13.80,43.00,0.00,43.00,313.88,10.21
14/11/2009 13:00:00,13.99,86.00,0.00,86.00,314.92,10.19
14/11/2009 14:00:00,14.18,58.00,0.00,58.00,315.95,10.17
14/11/2009 15:00:00,13.72,96.00,390.76,44.00,307.85,9.83
14/11/2009 16:00:00,13.27,0.00,-0.00,0.00,299.75,9.49
14/11/2009 17:00:00,12.81,0.00,-0.00,0.00,291.65,9.16
14/11/2009 18:00:00,12.48,0.00,-0.00,0.00,289.68,8.76
14/11/2009 19:00:00,12.15,0.00,-0.00,0.00,287.72,8.36
14/11/2009 20:00:00,11.82,0.00,-0.00,0.00,285.75,7.96
14/11/2009 21:00:00,11.54,0.00,-0.00,0.00,285.65,7.45
14/11/2009 22:00:00,11.27,0.00,-0.00,0.00,285.55,6.95
14/11/2009 23:00:00,10.99,0.00,-0.00,0.00,285.45,6.44
15/11/2009 00:00:00,10.84,0.00,-0.00,0.00,290.65,6.30
15/11/2009 01:00:00,10.69,0.00,-0.00,0.00,295.85,6.17
15/11/2009 02:00:00,10.54,0.00,-0.00,0.00,301.05,6.03
15/11/2009 03:00:00,10.58,0.00,-0.00,0.00,312.32,6.23
15/11/2009 04:00:00,10.63,0.00,-0.00,0.00,323.58,6.44
15/11/2009 05:00:00,10.68,0.00,-0.00,0.00,334.85,6.65
15/11/2009 06:00:00,11.02,0.00,-0.00,0.00,333.50,6.55
15/11/2009 07:00:00,11.36,0.00,0.00,0.00,332.15,6.46
15/11/2009 08:00:00,11.69,86.00,143.56,64.00,330.80,6.36
15/11/2009 09:00:00,12.27,233.00,590.97,76.00,330.52,6.27
15/11/2009 10:00:00,12.85,78.00,0.00,78.00,330.23,6.18
15/11/2009 11:00:00,13.43,232.00,125.61,184.00,329.95,6.10
15/11/2009 12:00:00,13.33,380.00,840.67,62.00,329.03,5.40
15/11/2009 13:00:00,13.24,254.00,333.96,143.00,328.12,4.71
15/11/2009 14:00:00,13.14,91.00,12.12,88.00,327.20,4.01
15/11/2009 15:00:00,12.61,66.00,100.23,53.00,331.93,3.63
15/11/2009 16:00:00,12.07,0.00,-0.00,0.00,336.67,3.24
15/11/2009 17:00:00,11.54,0.00,-0.00,0.00,341.40,2.86
15/11/2009 18:00:00,11.36,0.00,-0.00,0.00,344.25,2.93
15/11/2009 19:00:00,11.18,0.00,-0.00,0.00,347.10,3.00
15/11/2009 20:00:00,11.00,0.00,-0.00,0.00,349.95,3.08
15/11/2009 21:00:00,10.95,0.00,-0.00,0.00,354.03,3.52
15/11/2009 22:00:00,10.91,0.00,-0.00,0.00,358.12,3.96
15/11/2009 23:00:00,10.86,0.00,-0.00,0.00,362.20,4.40
16/11/2009 00:00:00,10.95,0.00,-0.00,0.00,359.82,4.51
16/11/2009 01:00:00,11.03,0.00,-0.00,0.00,357.43,4.62
16/11/2009 02:00:00,11.12,0.00,-0.00,0.00,355.05,4.73
16/11/2009 03:00:00,11.66,0.00,-0.00,0.00,357.95,5.13
16/11/2009 04:00:00,12.20,0.00,-0.00,0.00,360.85,5.53
16/11/2009 05:00:00,12.75,0.00,-0.00,0.00,363.75,5.93
16/11/2009 06:00:00,13.17,0.00,-0.00,0.00,365.92,6.18
16/11/2009 07:00:00,13.60,0.00,0.00,0.00,368.08,6.43
16/11/2009 08:00:00,14.02,10.00,0.00,10.00,370.25,6.68
16/11/2009 09:00:00,14.18,29.00,0.00,29.00,369.08,7.14
16/11/2009 10:00:00,14.33,47.00,0.00,47.00,367.92,7.61
16/11/2009 11:00:00,14.48,110.00,0.00,110.00,366.75,8.08
16/11/2009 12:00:00,14.49,100.00,0.00,100.00,362.27,7.64
16/11/2009 13:00:00,14.51,72.00,0.00,72.00,357.78,7.19
16/11/2009 14:00:00,14.52,29.00,0.00,29.00,353.30,6.74
16/11/2009 15:00:00,13.86,27.00,0.00,27.00,345.60,6.23
16/11/2009 16:00:00,13.21,0.00,-0.00,0.00,337.90,5.71
16/11/2009 17:00:00,12.55,0.00,-0.00,0.00,330.20,5.19
16/11/2009 18:00:00,12.16,0.00,-0.00,0.00,332.62,4.90
16/11/2009 19:00:00,11.76,0.00,-0.00,0.00,335.03,4.62
16/11/2009 20:00:00,11.37,0.00,-0.00,0.00,337.45,4.33
16/11/2009 21:00:00,11.34,0.00,-0.00,0.00,342.75,4.16
16/11/2009 22:00:00,11.31,0.00,-0.00,0.00,348.05,3.99
16/11/2009 23:00:00,11.28,0.00,-0.00,0.00,353.35,3.82
17/11/2009 00:00:00,11.20,0.00,-0.00,0.00,355.03,3.16
17/11/2009 01:00:00,11.12,0.00,-0.00,0.00,356.72,2.50
17/11/2009 02:00:00,11.04,0.00,-0.00,0.00,358.40,1.83
17/11/2009 03:00:00,10.77,0.00,-0.00,0.00,358.98,1.66
17/11/2009 04:00:00,10.50,0.00,-0.00,0.00,359.57,1.49
17/11/2009 05:00:00,10.24,0.00,-0.00,0.00,360.15,1.32
17/11/2009 06:00:00,10.31,0.00,-0.00,0.00,359.63,1.59
17/11/2009 07:00:00,10.38,0.00,0.00,0.00,359.12,1.85
17/11/2009 08:00:00,10.44,10.00,0.00,10.00,358.60,2.11
17/11/2009 09:00:00,10.42,106.00,23.32,100.00,358.63,2.55
17/11/2009 10:00:00,10.40,61.00,0.00,61.00,358.67,2.99
17/11/2009 11:00:00,10.38,114.00,0.00,114.00,358.70,3.43
17/11/2009 12:00:00,10.57,63.00,0.00,63.00,355.43,3.53
17/11/2009 13:00:00,10.76,143.00,27.70,134.00,352.17,3.62
17/11/2009 14:00:00,10.95,93.00,16.62,89.00,348.90,3.71
17/11/2009 15:00:00,10.57,59.00,81.12,49.00,343.07,3.84
17/11/2009 16:00:00,10.18,0.00,-0.00,0.00,337.23,3.98
17/11/2009 17:00:00,9.80,0.00,-0.00,0.00,331.40,4.11
17/11/2009 18:00:00,9.52,0.00,-0.00,0.00,323.02,4.23
17/11/2009 19:00:00,9.23,0.00,-0.00,0.00,314.63,4.35
17/11/2009 20:00:00,8.95,0.00,-0.00,0.00,306.25,4.47
17/11/2009 21:00:00,8.75,0.00,-0.00,0.00,305.28,4.63
17/11/2009 22:00:00,8.56,0.00,-0.00,0.00,304.32,4.80
17/11/2009 23:00:00,8.36,0.00,-0.00,0.00,303.35,4.97
18/11/2009 00:00:00,8.05,0.00,-0.00,0.00,290.43,5.11
18/11/2009 01:00:00,7.73,0.00,-0.00,0.00,277.52,5.25
18/11/2009 02:00:00,7.42,0.00,-0.00,0.00,264.60,5.39
18/11/2009 03:00:00,7.41,0.00,-0.00,0.00,263.45,5.57
18/11/2009 04:00:00,7.41,0.00,-0.00,0.00,262.30,5.74
18/11/2009 05:00:00,7.41,0.00,-0.00,0.00,261.15,5.92
18/11/2009 06:00:00,8.02,0.00,-0.00,0.00,261.58,6.24
18/11/2009 07:00:00,8.64,0.00,0.00,0.00,262.02,6.56
18/11/2009 08:00:00,9.26,74.00,113.56,58.00,262.45,6.88
18/11/2009 09:00:00,10.39,132.00,79.01,112.00,267.30,7.62
18/11/2009 10:00:00,11.53,216.00,178.10,157.00,272.15,8.36
18/11/2009 11:00:00,12.67,161.00,21.62,153.00,277.00,9.10
18/11/2009 12:00:00,12.31,282.00,330.11,161.00,287.12,8.28
18/11/2009 13:00:00,11.94,98.00,0.00,98.00,297.23,7.45
18/11/2009 14:00:00,11.58,190.00,446.73,84.00,307.35,6.62
18/11/2009 15:00:00,11.09,84.00,357.66,41.00,298.00,6.10
18/11/2009 16:00:00,10.59,0.00,-0.00,0.00,288.65,5.58
18/11/2009 17:00:00,10.10,0.00,-0.00,0.00,279.30,5.06
18/11/2009 18:00:00,9.57,0.00,-0.00,0.00,275.77,4.87
18/11/2009 19:00:00,9.03,0.00,-0.00,0.00,272.23,4.68
18/11/2009 20:00:00,8.50,0.00,-0.00,0.00,268.70,4.48
18/11/2009 21:00:00,8.10,0.00,-0.00,0.00,265.93,4.30
18/11/2009 22:00:00,7.70,0.00,-0.00,0.00,263.17,4.12
18/11/2009 23:00:00,7.30,0.00,-0.00,0.00,260.40,3.94
19/11/2009 00:00:00,7.10,0.00,-0.00,0.00,258.08,3.96
19/11/2009 01:00:00,6.90,0.00,-0.00,0.00,255.77,3.97
19/11/2009 02:00:00,6.70,0.00,-0.00,0.00,253.45,3.99
19/11/2009 03:00:00,6.39,0.00,-0.00,0.00,252.18,3.93
19/11/2009 04:00:00,6.08,0.00,-0.00,0.00,250.92,3.88
19/11/2009 05:00:00,5.78,0.00,-0.00,0.00,249.65,3.82
19/11/2009 06:00:00,6.53,0.00,-0.00,0.00,251.65,4.23
19/11/2009 07:00:00,7.28,0.00,-0.00,0.00,253.65,4.65
19/11/2009 08:00:00,8.03,52.00,21.92,49.00,255.65,5.06
19/11/2009 09:00:00,9.76,91.00,12.04,88.00,262.77,5.03
19/11/2009 10:00:00,11.49,190.00,110.01,154.00,269.88,5.01
19/11/2009 11:00:00,13.21,300.00,417.98,147.00,277.00,4.98
19/11/2009 12:00:00,13.32,346.00,711.10,88.00,280.22,4.70
19/11/2009 13:00:00,13.43,296.00,685.97,78.00,283.43,4.43
19/11/2009 14:00:00,13.54,210.00,666.53,54.00,286.65,4.15
19/11/2009 15:00:00,12.78,80.00,332.54,41.00,287.13,4.04
19/11/2009 16:00:00,12.01,0.00,-0.00,0.00,287.62,3.92
19/11/2009 17:00:00,11.25,0.00,-0.00,0.00,288.10,3.81
19/11/2009 18:00:00,11.13,0.00,-0.00,0.00,288.22,3.95
19/11/2009 19:00:00,11.00,0.00,-0.00,0.00,288.33,4.09
19/11/2009 20:00:00,10.88,0.00,-0.00,0.00,288.45,4.23
19/11/2009 21:00:00,10.85,0.00,-0.00,0.00,287.90,4.50
19/11/2009 22:00:00,10.83,0.00,-0.00,0.00,287.35,4.77
19/11/2009 23:00:00,10.80,0.00,-0.00,0.00,286.80,5.03
20/11/2009 00:00:00,10.48,0.00,-0.00,0.00,286.52,4.94
20/11/2009 01:00:00,10.15,0.00,-0.00,0.00,286.23,4.85
20/11/2009 02:00:00,9.83,0.00,-0.00,0.00,285.95,4.76
20/11/2009 03:00:00,9.79,0.00,-0.00,0.00,285.18,4.83
20/11/2009 04:00:00,9.76,0.00,-0.00,0.00,284.42,4.90
20/11/2009 05:00:00,9.73,0.00,-0.00,0.00,283.65,4.97
20/11/2009 06:00:00,10.47,0.00,-0.00,0.00,284.28,5.39
20/11/2009 07:00:00,11.22,0.00,-0.00,0.00,284.92,5.82
20/11/2009 08:00:00,11.97,85.00,248.23,52.00,285.55,6.25
20/11/2009 09:00:00,13.08,159.00,199.91,110.00,290.03,6.45
20/11/2009 10:00:00,14.20,312.00,763.95,65.00,294.52,6.64
20/11/2009 11:00:00,15.31,342.00,684.66,94.00,299.00,6.84
20/11/2009 12:00:00,15.14,328.00,612.50,108.00,303.88,6.01
20/11/2009 13:00:00,14.98,243.00,349.88,133.00,308.77,5.19
20/11/2009 14:00:00,14.81,72.00,4.33,71.00,313.65,4.36
20/11/2009 15:00:00,14.37,50.00,61.17,43.00,319.85,4.05
20/11/2009 16:00:00,13.94,0.00,-0.00,0.00,326.05,3.73
20/11/2009 17:00:00,13.50,0.00,-0.00,0.00,332.25,3.42
20/11/2009 18:00:00,13.22,0.00,-0.00,0.00,334.47,3.21
20/11/2009 19:00:00,12.95,0.00,-0.00,0.00,336.68,3.01
20/11/2009 20:00:00,12.67,0.00,-0.00,0.00,338.90,2.80
20/11/2009 21:00:00,12.44,0.00,-0.00,0.00,338.98,2.76
20/11/2009 22:00:00,12.20,0.00,-0.00,0.00,339.07,2.72
20/11/2009 23:00:00,11.97,0.00,-0.00,0.00,339.15,2.68
21/11/2009 00:00:00,11.84,0.00,-0.00,0.00,339.90,2.73
21/11/2009 01:00:00,11.71,0.00,-0.00,0.00,340.65,2.78
21/11/2009 02:00:00,11.58,0.00,-0.00,0.00,341.40,2.83
21/11/2009 03:00:00,11.31,0.00,-0.00,0.00,340.48,3.18
21/11/2009 04:00:00,11.05,0.00,-0.00,0.00,339.57,3.54
21/11/2009 05:00:00,10.79,0.00,-0.00,0.00,338.65,3.89
21/11/2009 06:00:00,11.28,0.00,-0.00,0.00,332.30,4.40
21/11/2009 07:00:00,11.77,0.00,-0.00,0.00,325.95,4.90
21/11/2009 08:00:00,12.27,87.00,309.95,47.00,319.60,5.41
21/11/2009 09:00:00,13.53,124.00,74.63,106.00,315.35,5.75
21/11/2009 10:00:00,14.80,227.00,256.68,145.00,311.10,6.10
21/11/2009 11:00:00,16.06,350.00,769.89,74.00,306.85,6.44
21/11/2009 12:00:00,16.14,297.00,449.89,137.00,318.33,5.97
21/11/2009 13:00:00,16.21,241.00,356.80,130.00,329.82,5.49
21/11/2009 14:00:00,16.29,18.00,0.00,18.00,341.30,5.02
21/11/2009 15:00:00,16.23,34.00,8.95,33.00,348.95,5.21
21/11/2009 16:00:00,16.17,0.00,-0.00,0.00,356.60,5.40
21/11/2009 17:00:00,16.11,0.00,-0.00,0.00,364.25,5.59
21/11/2009 18:00:00,16.10,0.00,-0.00,0.00,360.90,6.05
21/11/2009 19:00:00,16.10,0.00,-0.00,0.00,357.55,6.51
21/11/2009 20:00:00,16.09,0.00,-0.00,0.00,354.20,6.97
21/11/2009 21:00:00,15.69,0.00,-0.00,0.00,353.83,7.15
21/11/2009 22:00:00,15.28,0.00,-0.00,0.00,353.47,7.33
21/11/2009 23:00:00,14.88,0.00,-0.00,0.00,353.10,7.52
22/11/2009 00:00:00,13.74,0.00,-0.00,0.00,354.47,7.49
22/11/2009 01:00:00,12.59,0.00,-0.00,0.00,355.83,7.45
22/11/2009 02:00:00,11.44,0.00,-0.00,0.00,357.20,7.42
22/11/2009 03:00:00,10.94,0.00,-0.00,0.00,348.43,7.57
22/11/2009 04:00:00,10.45,0.00,-0.00,0.00,339.67,7.71
22/11/2009 05:00:00,9.96,0.00,-0.00,0.00,330.90,7.86
22/11/2009 06:00:00,10.11,0.00,-0.00,0.00,315.60,8.00
22/11/2009 07:00:00,10.26,0.00,-0.00,0.00,300.30,8.13
22/11/2009 08:00:00,10.41,73.00,183.66,50.00,285.00,8.26
22/11/2009 09:00:00,11.23,174.00,324.39,97.00,286.87,9.30
22/11/2009 10:00:00,12.04,212.00,202.73,148.00,288.73,10.34
22/11/2009 11:00:00,12.85,152.00,19.73,145.00,290.60,11.38
22/11/2009 12:00:00,12.20,30.00,0.00,30.00,298.10,11.60
22/11/2009 13:00:00,11.56,196.00,168.89,144.00,305.60,11.83
22/11/2009 14:00:00,10.91,105.00,48.89,94.00,313.10,12.06
22/11/2009 15:00:00,10.41,74.00,339.17,37.00,313.25,10.87
22/11/2009 16:00:00,9.90,0.00,-0.00,0.00,313.40,9.68
22/11/2009 17:00:00,9.40,0.00,-0.00,0.00,313.55,8.50
22/11/2009 18:00:00,9.19,0.00,-0.00,0.00,308.63,8.66
22/11/2009 19:00:00,8.97,0.00,-0.00,0.00,303.72,8.82
22/11/2009 20:00:00,8.76,0.00,-0.00,0.00,298.80,8.98
22/11/2009 21:00:00,8.74,0.00,-0.00,0.00,296.95,9.24
22/11/2009 22:00:00,8.73,0.00,-0.00,0.00,295.10,9.49
22/11/2009 23:00:00,8.71,0.00,-0.00,0.00,293.25,9.75
23/11/2009 00:00:00,8.73,0.00,-0.00,0.00,290.33,9.67
23/11/2009 01:00:00,8.74,0.00,-0.00,0.00,287.42,9.59
23/11/2009 02:00:00,8.75,0.00,-0.00,0.00,284.50,9.50
23/11/2009 03:00:00,9.10,0.00,-0.00,0.00,289.62,9.55
23/11/2009 04:00:00,9.45,0.00,-0.00,0.00,294.73,9.60
23/11/2009 05:00:00,9.81,0.00,-0.00,0.00,299.85,9.64
23/11/2009 06:00:00,10.43,0.00,-0.00,0.00,307.65,9.90
23/11/2009 07:00:00,11.05,0.00,-0.00,0.00,315.45,10.16
23/11/2009 08:00:00,11.66,24.00,0.00,24.00,323.25,10.41
23/11/2009 09:00:00,11.68,24.00,0.00,24.00,326.45,10.76
23/11/2009 10:00:00,11.70,36.00,0.00,36.00,329.65,11.11
23/11/2009 11:00:00,11.71,64.00,0.00,64.00,332.85,11.46
23/11/2009 12:00:00,11.75,59.00,0.00,59.00,338.23,11.34
23/11/2009 13:00:00,11.79,91.00,0.00,91.00,343.62,11.21
23/11/2009 14:00:00,11.83,17.00,0.00,17.00,349.00,11.09
23/11/2009 15:00:00,11.73,37.00,18.76,35.00,349.97,11.16
23/11/2009 16:00:00,11.63,0.00,-0.00,0.00,350.93,11.24
23/11/2009 17:00:00,11.53,0.00,-0.00,0.00,351.90,11.31
23/11/2009 18:00:00,11.63,0.00,-0.00,0.00,353.98,10.89
23/11/2009 19:00:00,11.72,0.00,-0.00,0.00,356.07,10.47
23/11/2009 20:00:00,11.82,0.00,-0.00,0.00,358.15,10.06
23/11/2009 21:00:00,11.79,0.00,-0.00,0.00,359.40,9.29
23/11/2009 22:00:00,11.76,0.00,-0.00,0.00,360.65,8.53
23/11/2009 23:00:00,11.72,0.00,-0.00,0.00,361.90,7.77
24/11/2009 00:00:00,11.84,0.00,-0.00,0.00,364.63,7.89
24/11/2009 01:00:00,11.95,0.00,-0.00,0.00,367.37,8.00
24/11/2009 02:00:00,12.06,0.00,-0.00,0.00,370.10,8.12
24/11/2009 03:00:00,12.00,0.00,-0.00,0.00,368.30,8.38
24/11/2009 04:00:00,11.94,0.00,-0.00,0.00,366.50,8.64
24/11/2009 05:00:00,11.88,0.00,-0.00,0.00,364.70,8.90
24/11/2009 06:00:00,11.86,0.00,-0.00,0.00,356.27,8.76
24/11/2009 07:00:00,11.84,0.00,-0.00,0.00,347.83,8.63
24/11/2009 08:00:00,11.82,14.00,0.00,14.00,339.40,8.50
24/11/2009 09:00:00,12.18,95.00,26.10,89.00,338.35,8.62
24/11/2009 10:00:00,12.54,86.00,0.00,86.00,337.30,8.74
24/11/2009 11:00:00,12.90,94.00,0.00,94.00,336.25,8.87
24/11/2009 12:00:00,12.95,163.00,37.62,150.00,332.70,8.33
24/11/2009 13:00:00,13.00,110.00,6.63,108.00,329.15,7.79
24/11/2009 14:00:00,13.05,99.00,41.01,90.00,325.60,7.26
24/11/2009 15:00:00,12.66,12.00,0.00,12.00,323.07,7.12
24/11/2009 16:00:00,12.26,0.00,-0.00,0.00,320.53,6.99
24/11/2009 17:00:00,11.87,0.00,-0.00,0.00,318.00,6.86
24/11/2009 18:00:00,11.54,0.00,-0.00,0.00,310.83,7.00
24/11/2009 19:00:00,11.21,0.00,-0.00,0.00,303.67,7.14
24/11/2009 20:00:00,10.88,0.00,-0.00,0.00,296.50,7.28
24/11/2009 21:00:00,10.59,0.00,-0.00,0.00,290.23,7.31
24/11/2009 22:00:00,10.30,0.00,-0.00,0.00,283.97,7.33
24/11/2009 23:00:00,10.00,0.00,-0.00,0.00,277.70,7.35
25/11/2009 00:00:00,10.00,0.00,-0.00,0.00,274.85,7.33
25/11/2009 01:00:00,9.99,0.00,-0.00,0.00,272.00,7.31
25/11/2009 02:00:00,9.99,0.00,-0.00,0.00,269.15,7.30
25/11/2009 03:00:00,10.02,0.00,-0.00,0.00,268.47,7.31
25/11/2009 04:00:00,10.06,0.00,-0.00,0.00,267.78,7.32
25/11/2009 05:00:00,10.10,0.00,-0.00,0.00,267.10,7.34
25/11/2009 06:00:00,10.71,0.00,-0.00,0.00,275.03,7.76
25/11/2009 07:00:00,11.32,0.00,-0.00,0.00,282.97,8.17
25/11/2009 08:00:00,11.94,63.00,157.65,45.00,290.90,8.59
25/11/2009 09:00:00,12.01,71.00,4.42,70.00,302.87,8.72
25/11/2009 10:00:00,12.08,100.00,3.28,99.00,314.83,8.84
25/11/2009 11:00:00,12.15,50.00,0.00,50.00,326.80,8.97
25/11/2009 12:00:00,11.60,61.00,0.00,61.00,334.02,8.43
25/11/2009 13:00:00,11.04,25.00,0.00,25.00,341.23,7.89
25/11/2009 14:00:00,10.49,19.00,0.00,19.00,348.45,7.35
25/11/2009 15:00:00,10.10,39.00,39.25,35.00,344.93,7.18
25/11/2009 16:00:00,9.70,0.00,-0.00,0.00,341.42,7.01
25/11/2009 17:00:00,9.31,0.00,-0.00,0.00,337.90,6.84
25/11/2009 18:00:00,8.93,0.00,-0.00,0.00,331.85,6.81
25/11/2009 19:00:00,8.54,0.00,-0.00,0.00,325.80,6.79
25/11/2009 20:00:00,8.16,0.00,-0.00,0.00,319.75,6.76
25/11/2009 21:00:00,7.88,0.00,-0.00,0.00,304.67,6.76
25/11/2009 22:00:00,7.61,0.00,-0.00,0.00,289.58,6.76
25/11/2009 23:00:00,7.33,0.00,-0.00,0.00,274.50,6.76
26/11/2009 00:00:00,7.31,0.00,-0.00,0.00,272.38,6.83
26/11/2009 01:00:00,7.28,0.00,-0.00,0.00,270.27,6.90
26/11/2009 02:00:00,7.25,0.00,-0.00,0.00,268.15,6.97
26/11/2009 03:00:00,7.29,0.00,-0.00,0.00,270.73,7.30
26/11/2009 04:00:00,7.33,0.00,-0.00,0.00,273.32,7.63
26/11/2009 05:00:00,7.37,0.00,-0.00,0.00,275.90,7.96
26/11/2009 06:00:00,7.75,0.00,-0.00,0.00,279.27,8.29
26/11/2009 07:00:00,8.13,0.00,-0.00,0.00,282.63,8.62
26/11/2009 08:00:00,8.51,43.00,36.16,39.00,286.00,8.95
26/11/2009 09:00:00,9.16,148.00,228.93,97.00,292.65,9.07
26/11/2009 10:00:00,9.82,113.00,9.95,110.00,299.30,9.19
26/11/2009 11:00:00,10.47,277.00,407.38,138.00,305.95,9.31
26/11/2009 12:00:00,10.46,168.00,50.09,151.00,306.90,8.84
26/11/2009 13:00:00,10.44,116.00,13.51,112.00,307.85,8.36
26/11/2009 14:00:00,10.43,155.00,317.14,87.00,308.80,7.89
26/11/2009 15:00:00,10.05,56.00,180.48,38.00,308.17,7.97
26/11/2009 16:00:00,9.68,0.00,-0.00,0.00,307.53,8.05
26/11/2009 17:00:00,9.30,0.00,-0.00,0.00,306.90,8.12
26/11/2009 18:00:00,9.16,0.00,-0.00,0.00,307.72,8.38
26/11/2009 19:00:00,9.01,0.00,-0.00,0.00,308.53,8.63
26/11/2009 20:00:00,8.87,0.00,-0.00,0.00,309.35,8.88
26/11/2009 21:00:00,8.81,0.00,-0.00,0.00,313.38,8.82
